Doc_name,Page_num,Paragraph_num,Paragraph_content,Paragraph_length,SA_label,17 SDG Alignment,GRI Topic Alignment,Informative & Non-Informative/Vague Sustainability Text Identification,Qualitative & Quantitative Sustainability Text Identification,High Potential Greenwashing Detection,Climate Alignment,GRI Climate Alignment,GRI Climate Action (SDG13) Alignment,Climate Action (SDG13) Alignment
ASICS_sustainability_report_2024.pdf,30,2,"We are on track to reach 40% women in management by 2026, progressing from 38.1% in 2023 to 39.5% in 2024, with tailored regional action plans guided by the Global DE&I Steering Committee. Employee engagement rose from 68 to 73 during the same period – exceeding our 2026 target of 70 – driven by global surveys and local initiatives. In Japan, we’re working towards a 4% employment rate for persons with disabilities by 2026. In 2024, the rate rose to 3.1% (from 2.9% in 2023), due to efforts including manager workshops, events like the Kobe Para Athletics World Championships, and expanded recruit- ment, including of para-athletes. Regional plans ­addressing disability inclusion will now scale globally. Reflecting our ongoing commitment, ASICS received the Gold rating in Japan’s Pride Index for the sixth consecutive year in 2024.",101,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,30,3,A healthy working environment is free from discrimination and harassment. The ASICS Global Code of Conduct and the ASICS' Human Rights Policy states our commitment to preventing harassment.,25,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,30,4,"Our approach includes our Global Whistleblowing System, which employees can use to report cases of harassment. In 2024, there were 70* reports made via this system, of which 22** were harassment cases.",25,Relevant,SDG_16: Peace,Economic,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,30,5,* Total number of cases reported to the global whistleblowing system and the Compliance Committee. ** This figure is limited to cases that were consulted with or reported to the Internal Reporting and Compliance Committee. Harassment cases that were directly consulted with HR are not included.,41,Relevant,SDG_16: Peace,Economic,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,1,"A diverse and equitable workforce is one that has equality in gender representation, and we are therefore committed to increasing the number of women in leadership positions at ASICS. We have set a goal of 40% women in management by 2026.",37,Relevant,SDG_5: Gender Equlaity,Social,Informative,Quantitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,2,Each regional ASICS entity creates an action plan to increase female representation. The Global DE&I Steering Committee monitors the progress of these action plans.,21,Relevant,SDG_5: Gender Equlaity,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,3,"We are already seeing positive results: by the end of December 2024, the percentage of women in management positions globally was 39.5%, and the percentage of female directors 25%. For headquarters, the percentage increased from 14.7% in 2023 to 15.7% in 2024. (As of December 31, 2024). The 2024 ratio of females in manager and senior positions at ASICS Corporation (15.7%) is verified by Deloitte Tohmatsu Sustainability Co., Ltd.",53,Relevant,SDG_5: Gender Equlaity,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,4,"Disability is another focus for our recruitment, and our target is for 4% of our employees to be people with disabilities by 2026. Enhanced recruitment publicity activities led to the hiring of two new graduates and three mid-career ­professionals, including two para-athletes. This resulted in an employment rate of 3.1% people with disabilities in 2024.",47,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,5,"Our global system for recruitment, training, placement, evaluation, and skills development aims to encourage each employee to grow and develop their careers independently. All full-time employees working for ASICS undergo regular evaluations and Career Development Plan (CDP) interviews. Another important aim is to cultivate global executive ­candidates. ASICS identifies, develops, and promotes employees from all over the world who can play an active role on the global stage. Employees selected by the Human Resources Committee as candidates to succeed global management executives can participate via the ASICS Academy (Next Generation Leader Development Selection Program).",80,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,6,"The ASICS Academy for employees in Japan is held in a format that includes employees around the world, and 22 employees have participated in the program over the past three years. We provide opportunities for domestic employees to interact with global members of the company and have held sessions with managers outside Japan.",49,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,31,7,"Employee engagement is important for ensuring an inclusive working culture, and we measure it through our annual Global Engagement Survey. In our most recent survey, conducted in October 2024, the response rate and engagement score were higher than the previous global survey: 92% of employees responded (up from 89% in 2023) and the engagement score was 73 (up from 68), exceeding our target of 70.",52,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,Low Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,31,8,"We are now in a planning phase: all parts of the business are reviewing the survey data and creating action plans based on the results. The action plans are based on six “people success elements” – purpose, clarity, well-being, empowerment, connection, and growth. When woven into daily work life, these elements can foster a vibrant culture and produce enthusiastic leaders and employees.",49,Relevant,SDG_8: Economic Growth,Social,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,33,1,"People’s physical and mental well-being are intrinsically linked to the health of our planet: to achieve a sound mind in a sound body, we need a sound earth. We take our responsibility to minimize our negative environmental impacts and protect the planet seriously. In developing, manufacturing, and distributing our products and offering our services, ASICS uses many natural resources, from water to raw materials. Our approach to having a positive impact on the health of the planet centers around reducing our greenhouse gas (GHG) emissions, promoting circularity, minimizing our water use and waste, and creating innovative products.",81,Relevant,SDG_3: Good Health,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,33,2,"How (Circular Business Model) *ASICS is currently assessing biofuel usage across its supply chain and has initiated data collection in partnership with suppliers. Moving forward, we will work to comprehensively track biofuel consumption and prepare for calculation and disclosure methods that align with the GHG Protocol's revi- sions on biofuel reporting.",43,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,34,1,"Progress relies on collaboration. As we continue to work towards the targets set out in our Mid-Term Plan 2026, our teams around the world are taking action for the planet. ASICS Japan launched a project team to increase employee awareness of sustainability. ASICS America expanded the solar panel capacity of the distribution center in US from 1MW to 2MW. ASICS Oceania started green energy ­procurement, and the green energy sourcing ratio has jumped to 71% from 0% in 2023. And in Southern Europe, e-commerce orders are now dispatched from a more local distribution center instead of our main distribution center in Germany, significantly reducing shipping carbon ­emissions in France, Spain, Portugal, and Italy. In 2024, we achieved a 43.1% reduction in Scope 1 and 2 ­emissions and a 14.9% reduction in Scope 3, with continued progress expected. Regarding Scope 3 emission, reduction rate is decreased compared to 2023. It is because the ­production volume was increased due to the business growth. On the other hand, use of renewable energy for our strategic Tier 1 footwear suppliers, which was started seriously from 2023 based on Green Procurement Policy, is going well. We will continue to work with suppliers to reduce CO2 emissions. We are actively working toward sourcing 100% renewable electricity for our own operations. All our strategic Tier 1 foot- wear suppliers now have concrete plans for ­renewable energy sourcing, with most having started the transition already. As a result, we updated the ASICS Green Procurement Policy to commit to 100% renewable energy sourcing by 2030 and expanded the scope to include more suppliers. We also intro- duced a new Material Procurement Policy, requiring suppliers to source not only recycled ­materials but also other environ- mentally preferred materials to further reduce CO2 emissions. In short, we are extending our climate actions further upstream - right to the source of our value chain. We have published our roadmap toward net-zero and will continue to refine our action plan in alignment with industry developments and collaborative opportunities.",273,Relevant,SDG_8: Economic Growth,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,34,2,"As a high-priority topic, climate action is led by our highest governance bodies, and members of our Board of Directors and Executive Board receive financial incentives for their work on our strategy and actions.",30,Relevant,SDG_13: Climate Action,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,34,3,"This approach solidifies our commitment to taking action toward our targets and ensures the involvement of our highest governing bodies. Executive Officers are engaged in our efforts, taking action to implement our strategy and integrate our actions throughout the business, including through stake- holder engagement.",40,Relevant,SDG_16: Peace,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,35,1,"Figures for Scope 1 are calculated according to factors based on the 2006 IPCC Guidelines (Commercial Institutional). Company/ lease car impacts in Brazil are calculated with factors using 2015 DEFRA data. Figures for Scope 2 are calculated according to factors based on IEA’s CO2 Emissions from Fuel Combustion 2016. The following formula is used when the amount of energy consumption for CO2 emissions is not available for any sites: (energy consumption per square meter estimated for each type of site) x (area of site) x (CO2 emission factor). The 2023 emissions data was restated due to a data review update. The 2024 emissions data is verified by Deloitte Tohmatsu Sustainability Co., Ltd.",88,Relevant,SDG_13: Climate Action,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 305,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,35,2,"The following formula is used when the amount of energy consumption is not available for any sites: (energy consumption per square meter estimated for each type of site) x (area of site) x (conversion factor from each unit to GWh). The 2023 energy volume data was restated due to a data review update. The 2024 energy volume data are verified by Deloitte Tohmatsu Sustainability Co., Ltd.",54,Relevant,SDG_7: Affordable Energy,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,36,1,"1 Calculation methods: Category 1 Footwear Tier 1: (energy consumptions at suppliers) x (percentage of ASICS production at suppliers) x (emission factor of each energy type). Footwear material: (production volume) x (emission factor of material from the past LCA study). Apparel Tier 1: (production volume) x (emission factor of Tier 1 from the past LCA study). Apparel material: (production volume) x (emission factor of material from the past LCA study). Equipment, marketing and sales: (price of purchased goods and services) x (emission factor of purchased goods and services2 ) 2 Calculation is made as per inter-industry relations table based emission factors of Emission factors database for greenhouse gas emissions accounting throughout the supply chain (ver.2.2 as of March 2015) published by Japanese Ministry of the Environment. The Category 1 (Purchased goods and services) CO2 emissions data of Scope 3 is verified by Deloitte Tohmatsu Sustainability Co., Ltd.",102,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 305,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,36,2,"Scope 3 CO2 Emissions 2024 1. Purchased goods and services 651,189 83.9 Global Footwear Manufacturing CO2 Data (Tier 1), and ASICS Group companies' purchases of footwear material, apparel, equipment, marketing and sales (Calculation methods1) 2. Capital goods 14,651 1.9 ASICS Group companies 3. Fuel-and-energy-related activities 820 0.1 ASICS Group companies 4. Upstream transportation and distribution 46,928 6.0 Category 4 includes air and sea freight of footwear related logistics, air freight of apparel related logistics for Japan, rail and road freight of 'Port to DC' in Europe, US and Japan, and road freight of 'DC to customers' in Japan. 5. Waste generated in operations 46 0.0 ASICS Group companies 6. Business travel 5,382 0.7 ASICS Group companies 7. Employee commuting 452 0.1 ASICS Group companies in Japan 8. Upstream leased assets - - Not assessed 9. Downstream transporation and distribution 7,396 1.0 ASICS Group companies 10. Processing of sold products - - Not assessed 11. Use of sold products 17,050 2.2 ASICS Group companies 12. End-of-life-treatment of sold products 32,102 4.1 ASICS Group companies 13. Downstream leased assets - - Not assessed 14. Franchises - - Not assessed 15. Investments - - Not assessed. ",123,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,37,1,"We work closely with suppliers to support their emissions reduction efforts and other sustainability activities, and they are committed to our shared goals.",21,Relevant,SDG_12: Responsible Consumption,Environmental,Non-informative/Vague,Qualitative,High Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,37,2,"In 2024, 100% of our strategic Tier 1 footwear suppliers had concrete renewable energy sourcing plans in place, meeting our target in this area. We therefore updated the ASICS Green Procurement Policy in 2024 to accelerate the reduction process: the target is to commit to sourcing 100% renewable energy by 2030. We also expanded the target suppliers.",47,Relevant,SDG_8: Economic Growth,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 302,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,37,3,"We are committed to advancing sustainability through initiatives such as the selection of environmentally preferred materials. Our new ASICS Material Procurement Policy outlines clear requirements in this area, aiming to embed sustainability and risk management into sourcing and supplier selection—alongside quality, delivery, and cost. The policy requires suppliers to use environmentally friendly materials, set CO2 reduction targets, and provide environmental data necessary for CO2 calculations.",54,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,37,4,"ASICS requests relevant information from suppliers to manage and disclose sustainability progress effectively. ­To that end, we disclosed our CO2 reduction targets and began discussions with suppliers to achieve them. We invited some suppliers to ASICS headquarters and held a supplier meeting to share our vision and new material procurement policy, discuss industry trends, and strengthen the collaboration between ASICS and suppliers.",54,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Non-Climate Action
ASICS_sustainability_report_2024.pdf,37,5,"Awards and accolades highlight the progress we are making toward our climate goals. In 2024, for the first time, the international non-profit organization CDP awarded ASICS the highest rating – “A” – in climate change.",27,Relevant,SDG_13: Climate Action,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,37,6,"This recognition reflects our commitment to focus on ­sustainability in our business operations, integrating ­climate-related risks and opportunities into strategies, and working to reduce GHG emissions across the entire value chain. It also acknowledges our adoption of TCFD recommendations.",33,Relevant,SDG_13: Climate Action,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 201,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,37,7,"In 2024, we also received the 6th Japan Open Innovation Prize Japan Sports Agency (JSA) Commissioner Award for the GEL-LYTE™ III CM 1.95. This year's award was presented to ASICS in recognition of becoming a role model for ­manufacturers with its efforts throughout the supply chain to produce a sneaker, GEL-LYTE™ III CM1.95, with the world's lightest CO2 emissions* and the presentation of a calculation method to inspire the industry.",56,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,37,8,"Our climate leadership extends beyond product ­innovation. In 2024, ASICS joined the GX League, a Japanese ­government-led initiative launched in 2022 to promote greenhouse gas reductions and enhance industrial ­competitiveness. The League leverages Japan’s 2050 carbon neutrality target as an opportunity for economic growth. As part of our engagement, Kazumichi Ikeda from the ASICS. ",43,Relevant,SDG_13: Climate Action,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 302,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,37,9,"Further reinforcing our thought leadership, Seiko Inoue, General Manager of the ASICS Sustainability Department, presented at the Ministry of the Environment’s Committee on Carbon Footprint Labeling. There, she contributed to the national conversation on standardizing environmental impact disclosure and promoting transparent carbon footprint communication.",37,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,38,1,"To strengthen our efforts to make our products more ­sustainable, we introduced carbon footprint labeling for running shoes in 2023. By measuring and disclosing the carbon footprint – the total amount of greenhouse gases generated over a product’s life cycle – we aim to engage consumers in our collective efforts to change behaviors, cut emissions, and tackle climate change.",51,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,38,2,"In 2024, we expanded the scope of our carbon footprint ­labeling to incorporate products from the categories ‘sportstyle’, ‘core performance’, and ‘apparel’. We applied this expanded scope also to our efforts to reduce the ­environmental impact of the official sportswear for Japanese Olympic Committee (JOC), Japanese Paralympic Committee (JPC), and Australian Olympic Committee (AOC).",44,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,38,3,"We incorporated recycled materials and integrated renewable energy at factories for all three committee delegates, across items including podium jackets, podium pants, and shoes. We successfully reduced emissions for the JOC and JPC by 34% compared to the last time for each set of JOC and JPC podium jacket and podium pants.",46,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,38,4,"For the first time, we calculated the carbon footprint of apparel items based on our carbon footprint calculation methodology. The total calculated carbon footprint of JOC, JPC, and AOC official sportswear* amounted to 122 tons CO2e. ASICS has now purchased 200 tons of carbon credits that exceed the total calculated carbon footprint. The carbon credits were used to support Delta Blue Carbon, a mangrove restoration project in Pakistan.",57,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,39,1,"Our partnership with the JOC, JPC, and AOC to boost the sustainability and transparency of their apparel builds on our success with the carbon footprint labeling of shoes. In 2024, we added carbon footprint labeling to the GEL QUANTUM 360™ VIII, and the SOLUTION SPEED FF™ 3 became the first tennis shoe in the industry to have its carbon emissions calculated.",52,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,39,2,"Taking TEAM JAPAN Products Full Circle More than 1,000 consumers joined a workshop to create a circular bracelet using scraps of the podium wear of the TEAM JAPAN of Olympic and Paralympic Games Paris 2024. In total, 1,500 bracelets were handed over to athletes. Read more about circularity on page 41 →",45,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,39,3,"A product’s carbon footprint reflects the total greenhouse gas emissions generated across its entire life cycle: from raw materials and manufacturing to transportation, use, and end of life. At ASICS, we’re committed to reducing our emissions across the value chain. That’s why we’re transparent about how we measure, calculate, and report our impact. We use a rigorous, science-based methodology to assess each stage of a product’s life. More about our calculation method here.",55,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,40,1,"The Run for Reforestation Challenge — a campaign that encourages people to nurture healthy minds and bodies through exercise while supporting reforestation efforts — reached new heights in 2024, with 95,950 completions. This marks a significant increase from 50,253 completions in 2023 and exceeds our KPI of 75,000 completions. This means nearly twice as many people ­participated compared to last year, enabling us to plant nearly twice as many trees.",58,Relevant,SDG_8: Economic Growth,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 101,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,40,2,"Through our ongoing partnership with One Tree Planted, ­we pledged to plant one tree for every 5km run or walked. Trees are being planted in Indonesia, Vietnam, California in the U.S., Mexico and across Europe. The areas chosen for reforesta- tion were based on the locations of our factories and other suppliers, as well as our markets and office locations.",49,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,40,3,"In the 2023 Sustainability Engagement survey, ASICS employees reported that they needed support with gaining knowledge about sustainability to incorporate it in their work. In response, we introduced the Sustainable Ambassador program at ASICS Headquarters and ASICS Japan.",33,Relevant,SDG_8: Economic Growth,General,Informative,Qualitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,40,4,"Originally started at ASICS North America (ANA) in 2023, the program is a three-month self-guided online course called “School of Understanding Sustainability in the Apparel Industry,” provided by The Underswell and led by Derek Sabori. In 2024, 20 people from ASICS Headquarters and ASICS Japan and 10 people from ANA ­participated in the program. This means that since the program started in 2023, 40 employees from around the world have ­participated this program in total.",59,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,40,5,"Employee Awareness of Sustainability At ASICS, we strive for over 70% of our employees to ­incorporate sustainability into their work. We conduct an annual survey to measure employees’ capacity for driving sustainability. In 2024, 54% of global employees responded that they incorporate sustainability into their work, marking a decline since 2023 due to the lower response rate ­resulting from a change of survey system. The survey results ­continuously highlight the need for capacity building, so we will keep strengthening our training program.",67,Relevant,SDG_8: Economic Growth,Social,Informative,Quantitative,High Potential Greenwashing,Non-Climate,GRI 2,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,41,1,"For NEOCURVETM shoes, we collaborated with FastFeetGrinded (FFG), who recycles footwear waste, deadstock, and defective shoes as feedstock materials for new footwear or other products and businesses. The weight ratio of ground shoe materials to the total weight of the NEOCURVETM shoes is approximately 15%, and the ratio of recycled materials including other general recycled materials is approximately 25%.",52,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,41,2,"On the path to net zero, many of the actions we are taking to reduce emissions and waste are integral to our circular approach, helping us to reduce our environmental impact. Our design philosophy embraces circularity, from product ­inception to disposal. We strive to create high-quality products that last, extending their functional life cycle. We use more recycled and recyclable materials, reduce and repurpose waste, and offer take-back services to consumers.",58,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,41,3,"We aim to reduce CO2 emissions and other environmental impacts by using fewer materials, creating longer-lasting products, and promoting resource circulation. As part of this, we are working towards achieving 100% use of recycled polyester materials in shoes and sportswear by 2030. In 2024, over 50% of polyester materials used were recycled, and we plan to leverage insights from our 2024-launched NEOCURVETM shoes and NIMBUS MIRAITM shoes to continue improving our ­circularity efforts.",59,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,41,4,"Our regional efforts come together to enhance circularity across the organization. In 2024, footwear recycling boxes were introduced at our Amsterdam store and the European office. In Poland and in North America, we continued the Road Tested initiative to resell returned, close-to-new items. And ASICS Oceania increased the volume of collected shoes for reuse and recycling by 73% compared to 2023.",52,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,41,5,"The Shoe Made to Be Returned We took a step forward in circular design in 2024: the NIMBUS MIRAI™ running shoe, which was made to be returned. With a 100% recyclable engineered knit upper, ASICS original glue to make disassembly easier, and each NIMBUS MIRAI™ will emit just 6.1kg of CO2e across its lifecycle – about 57% lower than industry average.* To close the loop, we partnered with TerraCycle to offer a free recycling program, through which used shoes are incorporated as materials into new ones. NIMBUS MIRAI™ shoes was selected for the Good Design Best 100 award and the Good Design Award Jury's Selection My Personal Favorites (Japan only).",89,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,41,6,"*Assessed using ASICS’ carbon footprint methodology version 1.1 and the most comprehensive reporting available for industry average running shoes, conducted by MIT (report). Learn more about our calculation methodology (here).",24,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,41,7,"The Reclaimed Materials Shoe The NEOCURVE™ sneaker, a cutting-edge footwear design crafted from a blend of unwanted, unused, and reclaimed materials, represents another leap in circular design. Every step in the creation of the NEOCURVE™ shoe, from ­collection and disassembly to design and manufacturing, took place within Europe. This localized approach minimizes the ­environmental footprint associated with global supply chains, reinforcing our commitment to sustainability and. ",51,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,42,1,"Climate change and resource scarcity are connected challenges we face globally. In our current linear economy, limited resources are used to manufacture products. At ASICS we are driving to shift to circular approach through three keywords: Less, Cleaner, and Longer.",33,Relevant,SDG_12: Responsible Consumption,Economic,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Economical Aspect (GRI 201),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,42,2,"We are embedding these three keywords into our business activities from product design to supply chain, and rethinking and redesigning the way we create value to society through our business. Our circular actions throughout the value chain aim to reduce CO2 emissions, water, and resource usage (waste volume).",41,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,General Aspect (GRI 2),Non-Climate Action
ASICS_sustainability_report_2024.pdf,43,1,"The Digital Tool The 3D Shoes Viewer uses the Spatial Reality Display ­developed by Sony Corporation to reduce the number of physical samples. We have reduced the number of physical samples to less than half of what it used to be, cutting the time and cost required for sample production and ­contributing to improving the factory working environment. By using the 3D Shoes Viewer, we have also reduced the amount of discarded materials and samples.",66,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,43,2,"From Waste to Wear: Cacao-Powered Footwear In a cross-industry collaboration with Lotte in the sports style category, we developed the ""GEL-1130TM"" shoes and ""GEL-1130 PSTM"" shoes, which utilize cacao husks generated during chocolate manufacturing. The upper is made of fabric dyed with a dye mixed with cacao husk*1 and artificial leather mixed with cacao husk.*2 The sole of the shoe is made of rubber with cacao husk added.*3. ",56,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,43,3,"Read more (in Japanese) → *1 Textile materials account for approximately 49% of the upper, and the total amount of cacao husk used for dye is approximately 3.0 kg. *2 Artificial leather accounts for approximately 51% of the upper and contains approximately 1.3% cacao husk. *3 Each shoe sole contains approximately 5% cacao husk. Please note that cacao husk is not added to the soles of children's shoes.",48,Irrelevant,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ASICS_sustainability_report_2024.pdf,43,4,"Recycled & Reused Volume Recovered Volume Disposal Volume 2024 2024: 13 companies, 23 locations, covering 61% of operations (FTE basis). 2023: 14 companies, 24 locations, covering 57% of operations (FTE basis). 2022: 10 companies, 20 locations, covering 64% of operations (FTE basis). 2021: 11 companies, 26 locations, covering 70% of operations (FTE basis). 2020: 16 companies, 26 locations, covering 62% of operations (FTE basis).",22,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Quantitative,Low Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
ASICS_sustainability_report_2024.pdf,43,5,"Waste is an important element of our circular approach: we aim to reduce waste and recycle or repurpose it, where possible, as input material for products.",22,Relevant,SDG_12: Responsible Consumption,Environmental,Informative,Qualitative,High Potential Greenwashing,Climate,GRI 306,Environmental Aspect (GRI 305),Climate Action (SDG13)
